data_id,iso,event_id_cnty,event_id_no_cnty,event_date,year,time_precision,event_type,sub_event_type,actor1,assoc_actor_1,inter1,actor2,assoc_actor_2,inter2,interaction,region,country,admin1,admin2,admin3,location,latitude,longitude,geo_precision,source,source_scale,notes,fatalities,timestamp,iso3
7782056,566,NIG19482,19482,"14 January 2021",2021,1,"Explosions/Remote violence","Air/drone strike","Military Forces of Nigeria (2015-)",,1,"Islamic State (West Africa) - Lake Chad Faction and/or Boko Haram - Jamaatu Ahli is-Sunnah lid-Dawati wal-Jihad",,2,12,"Western Africa",Nigeria,Borno,Bama,,Bama,11.5221,13.6856,2,Blueprint,National,"On 14 January 2021, Nigerian Airforce conducted air strikes against Boko Haram elements at Nuwara Village (Bama LGA, Borno), killing several and destroying their structures. Several fatalities coded as 3.",3,1617065404,NGA
7782313,566,NIG19469,19469,"14 January 2021",2021,1,"Violence against civilians",Attack,"Islamic State (West Africa) - Lake Chad Faction and/or Boko Haram - Jamaatu Ahli is-Sunnah lid-Dawati wal-Jihad",,2,"Civilians (Nigeria)",,7,27,"Western Africa",Nigeria,Yobe,Yunusari,,Kanama,13.0886,12.1056,2,"Daily Post (Nigeria)",National,"On 14 January 2021, Boko Haram elements attacked and looted Garin Gada village (Yunusari LGA, Yobe), killing two residents. Property damage additionally reported.",2,1617065405,NGA
7499434,566,NIG19464,19464,"14 January 2021",2021,1,Riots,"Mob violence","Rioters (Nigeria)","Vigilante Group (Nigeria)",5,"Civilians (Nigeria)",,7,57,"Western Africa",Nigeria,Oyo,Akinyele,,"Agoro Ibadan",7.6333,4.0333,1,"Daily Independent (Nigeria)",National,"On 14 January 2021, a mob set ablaze and killed a man around Leventist Area of Ibadan (Akinyele LGA, Oyo) over his alleged involvement in robbery activities in the community. [size=no report]",1,1611010519,NGA
7499435,566,NIG19463,19463,"14 January 2021",2021,1,Protests,"Peaceful protest","Protesters (Nigeria)","Labour Group (Nigeria)",6,,,0,60,"Western Africa",Nigeria,Oyo,Akinyele,,"Agoro Ibadan",7.6333,4.0333,1,"Daily Independent (Nigeria)",National,"On 14 January 2021, polytechnic workers under the aegis of Senior Staff Association of Nigerian Polytechnic staged a protest in Ibadan (Akinyele LGA, Oyo) over unfair labor practices and the federal government's neglect in the running of polytechnic education in the country. [size=no report]",0,1611010519,NGA
7574707,566,NIG19466,19466,"14 January 2021",2021,1,"Violence against civilians","Abduction/forced disappearance","Unidentified Armed Group (Nigeria)",,3,"Civilians (Nigeria)","Former Government of Nigeria (2015-)",7,37,"Western Africa",Nigeria,Bauchi,Bauchi,,Bauchi,10.3134,9.8433,1,"CKN Nigeria",National,"On 14 January 2021, unidentified gunmen abducted a former member of the Bauchi Assembly in the Bauchi metropolis (Bauchi LGA, Bauchi). Victim was later released. Unclear if ransom was paid.",0,1611605537,NGA
8012984,562,NIR1663,1663,"14 January 2021",2021,1,"Strategic developments","Looting/property destruction","Boko Haram - Jamaatu Ahli is-Sunnah lid-Dawati wal-Jihad",,2,"Civilians (Niger)",,7,27,"Western Africa",Niger,Diffa,Diffa,Gueskerou,Kindjandi,13.7379,12.9311,2,"Twitter; Jeunesse Diffa","New media","Looting: On 14 January 2021, presumed Boko Haram (JAS) militants seized livestock east of Kindjandi (Diffa, Diffa).",0,1622068036,NER
8012985,562,NIR1665,1665,"14 January 2021",2021,1,"Violence against civilians",Attack,"Boko Haram - Jamaatu Ahli is-Sunnah lid-Dawati wal-Jihad",,2,"Civilians (Niger)",,7,27,"Western Africa",Niger,Diffa,N'Guigmi,N'Guigmi,"Rimi Blakoura",14.3312,13.2704,1,"Jeunesse Diffa; Whatsapp","New media","On 14 January 2021, presumed Boko Haram (JAS) militants made an incursion into the village of Rimi Blakoura (N'Guigmi, Diffa). One male civilian was killed.",1,1622068036,NER
7784123,566,NIG19483,19483,"14 January 2021",2021,1,Battles,"Armed clash","Military Forces of Nigeria (2015-)","Civilian JTF: Civilian Joint Task Force",1,"Islamic State (West Africa) - Lake Chad Faction",,2,12,"Western Africa",Nigeria,Borno,Nganzai,,Gajiram,12.493,13.2091,1,Telegram,"New media","On 14 January 2021, ISWAP clashed with Nigerian troops and CJTF members at Gajiram (Nganzai LGA, Borno), allegedly killing and wounding a number of soldiers and militiamen and seizing weapons and ammunition. ISWAP also set two vehicles ablaze. Unknown fatalities coded as 3.",3,1617065408,NGA
8012989,854,BFO4305,4305,"14 January 2021",2021,1,"Violence against civilians",Attack,"Police Forces of Burkina Faso (2015-)",,1,"Civilians (Burkina Faso)",,7,17,"Western Africa","Burkina Faso",Sud-Ouest,Poni,Kampti,"Site d'Or de Kampti",10.1544,-3.4884,1,Whatsapp,"New media","On 14 January 2021, security forces shot and killed an allegedly mentally ill male civilian equipped with a knife in Tompena, at the Site d'Or de Kampti (Kampti, Poni).",1,1622068036,BFA
8012991,562,NIR1664,1664,"14 January 2021",2021,1,Battles,"Armed clash","Unidentified Armed Group (Niger)",,3,"Police Forces of Niger (2011-2021) Green Guards",,1,13,"Western Africa",Niger,Tillaberi,Torodi,Torodi,"Lamorde Torodi",13.1167,1.8,2,"Urgence Tillabery; Twitter","New media","On 14 January 2021, unknown gunmen killed a forest guard near Torodi [Lamorde Torodi] (Torodi, Tillaberi). In reaction, the Nigerien forces arrested about twenty people at the market in Torodi.",1,1622068036,NER
8012993,854,BFO4304,4304,"14 January 2021",2021,1,Protests,"Peaceful protest","Protesters (Burkina Faso)","Students (Burkina Faso)",6,,,0,60,"Western Africa","Burkina Faso",Hauts-Bassins,Houet,Bobo-Dioulasso,Bobo-Dioulasso,11.1772,-4.2979,1,"L'Express du Faso; Burkina24",National,"On 14 January 2021, a number of students staged a demonstration in Bobo-Dioulasso (Bobo-Dioulasso, Houet). The students demanded the reopening of the school restaurant. [size=no report]",0,1622068036,BFA
7574723,566,NIG19485,19485,"14 January 2021",2021,1,"Violence against civilians","Abduction/forced disappearance","Niger Communal Militia (Nigeria)",,4,"Civilians (Nigeria)",,7,47,"Western Africa",Nigeria,Niger,Rafi,,Madaka,10.0116,6.4587,1,"Daily Independent (Nigeria)",National,"On 14 January 2021, a Niger Communal Militia abducted no fewer than 20 residents from Madaka (Rafi LGA, Niger). Reason for abduction unknown.",0,1611605537,NGA
8012998,562,NIR1682,1682,"14 January 2021",2021,1,"Violence against civilians",Attack,"Arab Ethnic Militia (Niger)","Tuareg Ethnic Militia (Niger)",4,"Civilians (Niger)","Fulani Ethnic Group (Niger); Pastoralists (Niger)",7,47,"Western Africa",Niger,Tahoua,Tassara,Tassara,Midal,16.9172,4.4544,2,Whatsapp,"New media","On 14 January 2021, Arab and Tuareg militiamen reportedly killed three Fulani male civilians from the same family near Midal (Tchintabaraden, Tahoua). The victims were accused of links to ISGS militants.",3,1622068036,NER
8012999,466,MLI4704,4704,"14 January 2021",2021,1,Battles,"Armed clash","Katiba Macina","JNIM: Group for Support of Islam and Muslims",2,"Police Forces of Mali (2020-)",,1,12,"Western Africa",Mali,Segou,Tominian,Benena,Benena,13.12,-4.3652,1,"Whatsapp; Facebook","New media","On 14 January 2021, presumed Katiba Macina (JNIM) militants attacked a police station in Benena (Tominian, Segou). The militants seized a motorbike. No casualties were reported.",0,1622068036,MLI
8013004,562,NIR1662,1662,"14 January 2021",2021,1,"Strategic developments","Looting/property destruction","Unidentified Armed Group (Niger)",,3,"Civilians (Niger)",,7,37,"Western Africa",Niger,Maradi,Madarounfa,Safo,"Garin Mai Guiya",13.2072,6.7878,1,Twitter,"New media","Property destruction: On 14 January 2021, unknown gunmen burned several houses in the village of Garin Mai Guiya (Madarounfa, Maradi).",0,1622068036,NER
7499742,466,MLI4706,4706,"14 January 2021",2021,1,"Violence against civilians",Attack,"Unidentified Armed Group (Mali)",,3,"Civilians (Mali)","Women (Mali)",7,37,"Western Africa",Mali,Gao,Gao,Gao,Gao,16.2717,-0.0447,1,"Studio Tamani",National,"On 14 January 2021, unknown gunmen attempted to abduct a girl in the town of Gao (Gao, Gao). The gunmen shot and killed her when she refused to comply.",1,1611010519,MLI
8070125,466,MLI4705,4705,"14 January 2021",2021,1,"Violence against civilians",Attack,"JNIM: Group for Support of Islam and Muslims and/or Islamic State (West Africa) - Greater Sahara Faction",,2,"Civilians (Mali)","Government of Mali (2020-2021)",7,27,"Western Africa",Mali,Mopti,Mopti,Fatoma,Fatoma,14.614,-4.06,1,"Twitter; Kibaru","New media-National","On 14 January 2021, presumed ISGS or JNIM (Katiba Macina) militants killed the deputy mayor in Fatoma (Mopti, Mopti).",1,1623708353,MLI
7499523,566,NIG19460,19460,"13 January 2021",2021,1,"Violence against civilians","Abduction/forced disappearance","Kaduna Communal Militia (Nigeria)",,4,"Civilians (Nigeria)",,7,47,"Western Africa",Nigeria,Kaduna,"Birnin Gwari",,Mando,10.7167,6.5667,1,"Inside Arewa (Nigeria)",Subnational,"On 13 January 2021, a Kaduna Communal Militia invaded and looted Mando (Birnin-Gwari LGA, Kaduna), carting away grains and other food items and abducting 18 residents. Reason for abduction unknown.",0,1618492249,NGA
7499274,566,NIG19459,19459,"13 January 2021",2021,1,Protests,"Peaceful protest","Protesters (Nigeria)","NASU: Non-Academic Staff Union; Labour Group (Nigeria)",6,,,0,60,"Western Africa",Nigeria,Benue,Makurdi,,Makurdi,7.7411,8.5121,1,"Blueprint; Daily Leadership (Nigeria)",National,"On 13 January 2021, members of the Federal University of Agriculture Makurdi chapter of the Joint Action Congress and Non-academic Staff Union of Universities staged a protest on campus in Makurdi (Makurdi LGA, Benue) over unfair labor practices, the non-payment of salaries, and the failure of the federal government to implement the Memorandum of Understanding it entered with the Unions. [size=no report]",0,1611010519,NGA
7499275,566,NIG19461,19461,"13 January 2021",2021,1,Protests,"Peaceful protest","Protesters (Nigeria)","NASU: Non-Academic Staff Union; Labour Group (Nigeria)",6,,,0,60,"Western Africa",Nigeria,Imo,"Owerri Municipal",,Owerri,5.4833,7.0304,3,"Inside Arewa (Nigeria); Blueprint",National,"On 13 January 2021, members of the Federal University of Technology Owerri chapter of the Non-academic Staff Union of Universities staged protests in Imo State over unfair labor practices, the non-payment of salaries, and the failure of the federal government to implement the Memorandum of Understanding it entered with the Unions. [size=no report]",0,1618492250,NGA
7784492,566,NIG19454,19454,"13 January 2021",2021,1,"Explosions/Remote violence","Remote explosive/landmine/IED","Military Forces of Nigeria (2015-)",,1,"Islamic State (West Africa) - Lake Chad Faction",,2,12,"Western Africa",Nigeria,Borno,Damboa,,Doksa,11.1521,12.1556,1,Twitter,"New media","On 13 January 2021, ISWAP claimed an IED attack against a Nigerian army convoy in Doksa (Damboa LGA, Borno), killing several soldiers. Unknown fatalities coded as 3.",3,1617065409,NGA
7574845,566,NIG19481,19481,"13 January 2021",2021,1,"Violence against civilians",Attack,"Sokoto Communal Militia (Nigeria)",,4,"Civilians (Nigeria)",,7,47,"Western Africa",Nigeria,Sokoto,Wamakko,,Sokoto,13.048,5.2143,3,"Le Souffle de Maradi","New media","On 13 January 2021, a Sokoto Communal Militia attacked Zamia Village in Sokoto State, killing seven and injuring another seven residents.",7,1618492255,NGA
8059230,854,BFO4719,4719,"13 January 2021",2021,1,"Violence against civilians","Abduction/forced disappearance","JNIM: Group for Support of Islam and Muslims",,2,"Civilians (Burkina Faso)","Military Forces of Burkina Faso (2015-)",7,27,"Western Africa","Burkina Faso",Est,Komandjari,Gayeri,Gayeri,12.648,0.493,2,"Facebook; Signal","New media","On 13 January 2021, suspected JNIM militants abducted a soldier (assumed off-duty) in the Komandjari Province, Gayeri (Gayeri, Komandjari). The soldier was released near Fada NGourma on 31 May.",0,1623100969,BFA
7499645,566,NIG19451,19451,"13 January 2021",2021,2,"Violence against civilians",Attack,"Unidentified Armed Group (Nigeria)",,3,"Civilians (Nigeria)","PDP: Peoples Democratic Party",7,37,"Western Africa",Nigeria,Delta,"Oshimili South",,Asaba,6.2006,6.7339,2,"New Telegraph",National,"Around 13 January 2021 (as reported), unidentified gunmen attacked three PDP councillorship candidates near Asaba (Oshimili South LGA, Delta) in light of the upcoming local government elections, killing one and abducting the other two.",1,1611010519,NGA
7499392,566,NIG19452,19452,"13 January 2021",2021,1,"Violence against civilians","Abduction/forced disappearance","Unidentified Armed Group (Nigeria)",,3,"Civilians (Nigeria)","Former Government of Nigeria (2015-)",7,37,"Western Africa",Nigeria,Anambra,"Awka South",,Awka,6.2101,7.0741,1,Blueprint,National,"On 13 January 2021, unidentified gunmen associated with the Anambra state government abducted a former commissioner in Awka (Awka South LGA, Anambra) over his disagreement with the state government on corruption-related matters.",0,1611010519,NGA
7574912,566,NIG19450,19450,"13 January 2021",2021,1,Protests,"Peaceful protest","Protesters (Nigeria)","Former Military Forces of Nigeria (2015-)",6,,,0,60,"Western Africa",Nigeria,"Federal Capital Territory","Abuja Municipal",,Abuja,9.0833,7.5333,1,"New Telegraph",National,"On 13 January 2021, military veterans under the aegis of Ex-Service Men and Families Association of Nigeria staged a protest at the Federal Ministry of Finance in Abuja (Abuja Municipal LGA, FCT) calling for the federal government to pay veterans' security department allowance (SDA). [size=no report]",0,1611605538,NGA
7499427,566,NIG19462,19462,"13 January 2021",2021,2,Protests,"Peaceful protest","Protesters (Nigeria)","SSANU: Senior Staff Association of Nigerian Universities; NASU: Non-Academic Staff Union; Labour Group (Nigeria)",6,,,0,60,"Western Africa",Nigeria,Abia,Ikwuano,,Umudike,5.4765,7.5491,1,"Daily Champion",National,"Around 13 January 2021 (as reported), members of the Michael Okpara University of Agriculture Umudike chapter of the Senior Staff Association of Nigerian Universities and Non-academic Staff Union of Universities staged protests on campus in Umudike (Ikwuano LGA, Abia) over unfair labor practices, the non-payment of salaries, and the failure of the federal government to implement the Memorandum of Understanding it entered with the Unions. [size=no report]",0,1611010519,NGA
7499438,566,NIG19457,19457,"13 January 2021",2021,1,Protests,"Peaceful protest","Protesters (Nigeria)","Labour Group (Nigeria)",6,,,0,60,"Western Africa",Nigeria,Lagos,Ikeja,,Ikeja,6.5942,3.3375,2,"Daily Independent (Nigeria)",Subnational,"On 13 January 2021, commercial mini bus drivers staged protest marches at Omole/Agidingbi junction and along major streets in Lagos (Ikeja LGA, Lagos) over the alleged extortion and harassment by officials of the Lagos State Motor Traffic Division (MTD). [size=no report]",0,1611010519,NGA
7784372,566,NIG19453,19453,"13 January 2021",2021,1,"Explosions/Remote violence","Remote explosive/landmine/IED","Military Forces of Nigeria (2015-)",,1,"Islamic State (West Africa) - Lake Chad Faction",,2,12,"Western Africa",Nigeria,Borno,Damboa,,"Bula Njimbam",11.1986,12.614,1,Twitter,"New media","On 13 January 2021, ISWAP claimed an IED attack against a Nigerian army convoy in Bula Njimbam (Damboa LGA, Borno), killing several soldiers. Unknown fatalities coded as 3.",3,1617065409,NGA
7499451,566,NIG19456,19456,"13 January 2021",2021,1,"Violence against civilians",Attack,"Kaduna Communal Militia (Nigeria)",,4,"Civilians (Nigeria)",,7,47,"Western Africa",Nigeria,Kaduna,Igabi,,Igabi,10.7889,7.7749,2,"Daily Post (Nigeria)",National,"On 13 January 2021, a Kaduna Communal Militia attacked Garu village (Igabi LGA, Kaduna), killing two residents. Unknown reason for attack.",2,1611010519,NGA
7499452,566,NIG19455,19455,"13 January 2021",2021,2,Battles,"Armed clash","Military Forces of Nigeria (2015-)",,1,"Kaduna Communal Militia (Nigeria)",,4,14,"Western Africa",Nigeria,Kaduna,Chikun,,Gwagwada,10.2544,7.2279,2,"Daily Post (Nigeria)",National,"Around 13 January 2021 (as reported), Nigerian military troops clashed with a Kaduna Communal Militia along Gwagwada general area (Chikun LGA, Kaduna) following an attack on hunters in the area. Military troops also destroyed the militants' camps. One reported fatality.",1,1611010519,NGA
7784392,566,NIG19458,19458,"13 January 2021",2021,1,"Explosions/Remote violence","Shelling/artillery/missile attack","Islamic State (West Africa) - Lake Chad Faction",,2,"Military Forces of Nigeria (2015-)",,1,12,"Western Africa",Nigeria,Borno,Damboa,,Kafa,11.3152,12.4731,1,Twitter,"New media","On 13 January 2021, ISWAP claimed a mortar attack against Nigerian troops in Kafa (Damboa LGA, Borno) and also claimed an IED attack against Nigerian troops in the same area. Several soldiers reportedly killed and 2 APC vehicles destroyed. Unknown fatalities coded as 3.",3,1617065409,NGA
8013007,562,NIR1659,1659,"13 January 2021",2021,1,"Violence against civilians","Abduction/forced disappearance","JNIM: Group for Support of Islam and Muslims",,2,"Civilians (Niger)","Teachers (Niger)",7,27,"Western Africa",Niger,Tillaberi,Gotheye,Gotheye,Bouloundjounga,13.53,1.32,1,"Twitter; Whatsapp","New media","On 13 January 2021, suspected JNIM militants abducted a school director in the village of Bouloundjounga (Gotheye, Tillaberi).",0,1622068036,NER
8013008,562,NIR1660,1660,"13 January 2021",2021,1,"Violence against civilians","Abduction/forced disappearance","Islamic State (West Africa) - Lake Chad Faction",,2,"Civilians (Niger)","Labour Group (Niger)",7,27,"Western Africa",Niger,Diffa,Diffa,Gueskerou,Gueskerou,13.4868,12.8497,2,"Urgence Diffa; Twitter; Jeunesse Diffa","New media","On 13 January 2021, suspected ISWAP militants abducted a telecom technician and his apprentice near Gueskerou (Diffa, Diffa). Before the abduction, the telecom workers were escorted by defense and security forces (FDS) who stayed in Gueskerou.",0,1622068036,NER
8013009,562,NIR1661,1661,"13 January 2021",2021,1,Battles,"Armed clash","Islamic State (West Africa) - Lake Chad Faction",,2,"Boko Haram - Jamaatu Ahli is-Sunnah lid-Dawati wal-Jihad",,2,22,"Western Africa",Niger,Diffa,Bosso,Bosso,Maniram,13.5569,12.9843,2,"Whatsapp; Twitter; Jeunesse Diffa","New media","On 13 January 2021, ISWAP and Boko Haram (JAS) militants reportedly clashed near Maniram (Diffa, Diffa). Several Boko Haram (JAS) militants were allegedly killed. Unconfirmed reports stated that JAS lost 48 fighters and ISWAP 3. Unknown fatalities coded as 10.",10,1622068036,NER
8013010,686,SEN1222,1222,"13 January 2021",2021,1,Riots,"Violent demonstration","Rioters (Senegal)","Students (Senegal)",5,,,0,50,"Western Africa",Senegal,Sedhiou,Bounkiling,Bona,Bounkiling,13.05,-15.7,1,"Le Quotidien (Senegal)",National,"On 13 January 2021, students demonstrated in Bounkiling town (Bounkiling, Sedhiou) against the lack of teachers and electricity in their high school. They burnt tires and barricaded roads. [size=no report]",0,1622068036,SEN
8013011,686,SEN1223,1223,"13 January 2021",2021,1,Protests,"Peaceful protest","Protesters (Senegal)","Students (Senegal)",6,,,0,60,"Western Africa",Senegal,Sedhiou,Bounkiling,Bona,Diacounda,12.96,-15.9594,1,"Le Quotidien (Senegal)",National,"On 13 January 2021, students demonstrated in Diacounda town (Djibabouya, Sedhiou) against the lack of teachers in their high school. [size=no report]",0,1622068036,SEN
8013013,854,BFO4303,4303,"13 January 2021",2021,1,Battles,"Armed clash","Police Forces of Burkina Faso (2015-) Gendarmerie","VDP: Volunteer for Defense of Homeland",1,"JNIM: Group for Support of Islam and Muslims",,2,12,"Western Africa","Burkina Faso",Est,Gourma,"Fada Ngourma",Namoungou,12.0249,0.6079,1,Whatsapp,"New media","On 13 January 2021, a joint gendarmerie and volunteer fighter (VDP) force opened fire against suspected JNIM militants at the market in Namoungou (Fada Ngourma, Gourma). The militants escaped. No casualties were reported.",0,1622068036,BFA
8013014,466,MLI4699,4699,"13 January 2021",2021,2,Riots,"Mob violence","Rioters (Mali)","Vigilante Group (Mali)",5,"Civilians (Mali)",,7,57,"Western Africa",Mali,Bamako,Bamako,"Commune III",Bamako,12.65,-8,1,"Mali Actu",National,"Around 13 January 2021 (as reported), a number of youths armed with crude weapons killed a presumed thief and wounded another in the area of Banconi in Bamako (Bamako, Bamako). [size=no report]",1,1622068036,MLI
8013015,466,MLI4700,4700,"13 January 2021",2021,1,Battles,"Armed clash","Katiba Macina","JNIM: Group for Support of Islam and Muslims",2,"MINUSMA: United Nations Multidimensional Integrated Stabilization Mission in Mali (2020-)",,8,28,"Western Africa",Mali,Tombouctou,Gourma-Rharous,"Bambara Maoude","Bambara Maoude",15.851,-2.7861,2,"Reuters; Twitter; AP; aBamako; AFP; AMAP; UN (unspecified); Studio Tamani; Kibaru; RFI","Other-New media","On 13 January 2021, presumed Katiba Macina (JNIM) militants conducted a complex ambush (IED detonation followed by small arms fire) against a MINUSMA patrol 20km north of Bambara-Maounde (Gourma-Rharous, Tombouctou). Four peacekeepers were killed and five others wounded.",4,1622068036,MLI
8013024,466,MLI4701,4701,"13 January 2021",2021,1,"Violence against civilians",Attack,"Military Forces of Mali (2020-)",,1,"Civilians (Mali)","Prisoners (Mali); Fulani Ethnic Group (Mali); Pastoralists (Mali); JNIM: Group for Support of Islam and Muslims",7,17,"Western Africa",Mali,Mopti,Douentza,Mondoro,Kobou,15.1155,-1.7121,2,"Mali Jet; Africa 1; HRW; FAMAMali",Other-National,"On 13 January 2021, three prisoners from the Fulani community (accused of being JNIM militants) were presumably summarily executed by the Malian army near Kobou (Douentza, Mopti). The Malian army said they died while being transported by the Malian army between Boulikessi (Douentza, Mopti) and Sevare (Mopti, Mopti).",3,1622068036,MLI
8013029,466,MLI4702,4702,"13 January 2021",2021,1,"Explosions/Remote violence",Grenade,"Unidentified Armed Group (Mali)",,3,"Civilians (Mali)",,7,37,"Western Africa",Mali,Menaka,Menaka,Menaka,Menaka,15.9182,2.4022,1,"Twitter; Studio Tamani; Kibaru","New media-National","On 13 January 2021, a child was killed after picking up a grenade that exploded in Menaka (Menaka, Menaka).",1,1622068036,MLI
8013031,466,MLI4703,4703,"13 January 2021",2021,1,"Violence against civilians","Abduction/forced disappearance","Unidentified Armed Group (Mali)",,3,"Civilians (Mali)","Women (Mali)",7,37,"Western Africa",Mali,Tombouctou,Goundam,Tonka,Tonka,16.1289,-3.7478,1,"Twitter; Studio Tamani","New media-National","On 13 January 2021, unknown gunmen abducted a 15-year-old girl in Tonka (Goundam, Tombouctou). The abduction was possibly motivated by an attempt to force the girl to enter into marriage.",0,1622068036,MLI
8013032,854,BFO4302,4302,"13 January 2021",2021,2,"Strategic developments","Looting/property destruction","Islamic State (West Africa) - Greater Sahara Faction",,2,"Civilians (Burkina Faso)",,7,27,"Western Africa","Burkina Faso",Sahel,Oudalan,Gorom-Gorom,Guessel,14.2931,0.0281,1,"L'Observateur Paalga",National,"Looting: Around 13 January 2021 (as reported), suspected ISGS militants seized a motorbike from a villager in Guessel (Gorom-Gorom, Oudalan).",0,1622068036,BFA
7499265,566,NIG19428,19428,"12 January 2021",2021,1,Protests,"Peaceful protest","Protesters (Nigeria)","SSANU: Senior Staff Association of Nigerian Universities; Labour Group (Nigeria)",6,,,0,60,"Western Africa",Nigeria,Ogun,"Abeokuta South",,Abeokuta,7.15,3.35,1,"Daily Champion; Blueprint",National,"On 12 January 2021, members of the Federal University of Agriculture Abeokuta chapter of the Senior Staff Association of Nigerian Universities staged protest marches on campus in Abeokuta (Abeokuta South LGA, Ogun) over unfair labor practices, the non-payment of salaries, and the failure of the federal government to implement the Memorandum of Understanding it entered with the Unions. [size=no report]",0,1611010519,NGA
7499266,566,NIG19429,19429,"12 January 2021",2021,1,Protests,"Peaceful protest","Protesters (Nigeria)","SSANU: Senior Staff Association of Nigerian Universities; NASU: Non-Academic Staff Union; Labour Group (Nigeria)",6,,,0,60,"Western Africa",Nigeria,"Federal Capital Territory","Abuja Municipal",,Abuja,9.0833,7.5333,1,"Blueprint; Sun (Nigeria)",National,"On 12 January 2021, members of the University of Abuja chapter of the Senior Staff Association of Nigerian Universities and Non-academic Staff Union of Universities staged protests in Abuja (Abuja Municipal LGA, FCT) over unfair labor practices, the non-payment of salaries, and the failure of the federal government to implement the Memorandum of Understanding it entered with the Unions. [size=no report]",0,1611010519,NGA
7499267,566,NIG19430,19430,"12 January 2021",2021,2,Protests,"Peaceful protest","Protesters (Nigeria)","Labour Group (Nigeria)",6,,,0,60,"Western Africa",Nigeria,Ekiti,"Ado Ekiti",,Ado-Ekiti,7.621,5.2215,1,"Daily Independent (Nigeria); Premium Times (Nigeria)",National,"Around 12 January 2021 (as reported), some workers at the Ekiti State House of Assembly Service staged a demonstration at the State House of Assembly in Ado-Ekiti (Ado Ekiti LGA, Ekiti) to protest the dismissal of 21 staff members. [size=some]",0,1611010519,NGA
7499268,566,NIG19433,19433,"12 January 2021",2021,1,Protests,"Peaceful protest","Protesters (Nigeria)","SSANU: Senior Staff Association of Nigerian Universities; NASU: Non-Academic Staff Union; Labour Group (Nigeria)",6,,,0,60,"Western Africa",Nigeria,Bauchi,Bauchi,,Bauchi,10.3134,9.8433,3,"Blueprint; Daily Independent (Nigeria)",National,"On 12 January 2021, members of the Abubakar Tafawa Balewa University chapter of the Senior Staff Association of Nigerian Universities and Non-academic Staff Union of Universities staged protests in Bauchi State over unfair labor practices, the non-payment of salaries, and the failure of the federal government to implement the Memorandum of Understanding it entered with the Unions. [size=no report]",0,1611010519,NGA
7499269,566,NIG19434,19434,"12 January 2021",2021,1,Protests,"Peaceful protest","Protesters (Nigeria)","SSANU: Senior Staff Association of Nigerian Universities; NASU: Non-Academic Staff Union; Labour Group (Nigeria)",6,,,0,60,"Western Africa",Nigeria,Edo,Oredo,,"Benin City",6.3351,5.6275,1,"Daily Independent (Nigeria); Blueprint",National,"On 12 January 2021, members of the University of Benin chapter of the Senior Staff Association of Nigerian Universities and Non-academic Staff Union of Universities staged protests in Benin City (Oredo LGA, Edo) over unfair labor practices, the non-payment of salaries, and the failure of the federal government to implement the Memorandum of Understanding it entered with the Unions. [size=no report]",0,1611010519,NGA
7499270,566,NIG19442,19442,"12 January 2021",2021,1,Protests,"Peaceful protest","Protesters (Nigeria)","SSANU: Senior Staff Association of Nigerian Universities; Labour Group (Nigeria)",6,,,0,60,"Western Africa",Nigeria,Kogi,Lokoja,,Lokoja,7.8024,6.743,3,"Blueprint; Nigeria Punch",National,"On 12 January 2021, members of the Federal University Lokoja chapter of the Senior Staff Association of Nigerian Universities staged protests in Kogi State over unfair labor practices, the non-payment of salaries, and the failure of the federal government to implement the Memorandum of Understanding it entered with the Unions. [size=no report]",0,1611010519,NGA
7499272,566,NIG19444,19444,"12 January 2021",2021,1,Protests,"Peaceful protest","Protesters (Nigeria)","NASU: Non-Academic Staff Union; Labour Group (Nigeria)",6,,,0,60,"Western Africa",Nigeria,Benue,Makurdi,,Makurdi,7.7411,8.5121,1,"Blueprint; Daily Leadership (Nigeria)",National,"On 12 January 2021, members of the Federal University of Agriculture Makurdi chapter of the Joint Action Congress and Non-academic Staff Union of Universities staged a protest on campus in Makurdi (Makurdi LGA, Benue) over unfair labor practices, the non-payment of salaries, and the failure of the federal government to implement the Memorandum of Understanding it entered with the Unions. [size=no report]",0,1611010519,NGA
7499273,566,NIG19445,19445,"12 January 2021",2021,1,Protests,"Peaceful protest","Protesters (Nigeria)","NASU: Non-Academic Staff Union; Labour Group (Nigeria)",6,,,0,60,"Western Africa",Nigeria,Imo,"Owerri Municipal",,Owerri,5.4833,7.0304,3,"Blueprint; Inside Arewa (Nigeria)",National,"On 12 January 2021, members of the Federal University of Technology Owerri chapter of the Non-academic Staff Union of Universities staged protests in Imo State over unfair labor practices, the non-payment of salaries, and the failure of the federal government to implement the Memorandum of Understanding it entered with the Unions. [size=no report]",0,1618492285,NGA
7499836,566,NIG19447,19447,"12 January 2021",2021,1,Protests,"Peaceful protest","Protesters (Nigeria)",,6,,,0,60,"Western Africa",Nigeria,Rivers,"Port Harcourt",,"Port Harcourt",4.7774,7.0134,1,"Vanguard (Nigeria)",National,"On 12 January 2021, hundreds of youths from Ibikalama community staged a demonstration at the Niger Delta Development Commission Headquarters in Port Harcourt (Port-Harcourt LGA, Rivers) over the divide and rule leadership style of the Commission's Sole Administrator. [size=hundreds]",0,1618492289,NGA
